,Name,Brand,Price,Body,Transmission,Number Of Seats,Segment,Introduction,Drive,Drive System,Fuel,Cylinder Capacity,Max Power Hp,Max Torque,Fuel System,Valve Actuation,Turbo,Fuel Tank,Top Speed,Energy Label,Front Stabilizer,Rear Stabilizer,Num_doors,Dt_Transmission
460,FORD MONDEO WAGON HYBRIDE TITANIUM,FORD,35800.0, station wagon,,5,d,2019,front,hybrid,gasoline,4.0,143.0,173.0,multipoint injection,dohc,no,51.0,187.0,a,yes,yes,5,oze automatic
461,FORD MUSTANG FASTBACK 2 3 ECOBOOST,FORD,57998.99999999999, coupé,6.0,4,g,2015,rear,fuel engine,gasoline,4.0,317.0,434.0,direct injection,dohc,yes,59.0,234.0,e,yes,yes,2,manual transmission
462,FORD MUSTANG FASTBACK 2 3 ECOBOOST,FORD,61175.0, coupé,6.0,4,g,2018,rear,fuel engine,gasoline,4.0,290.0,440.0,direct injection,dohc,yes,59.0,234.0,d,yes,yes,2,manual transmission
463,FORD MUSTANG CONVERTIBLE 2 3 ECOBOOST,FORD,64354.0, convertible,6.0,4,g,2015,rear,fuel engine,gasoline,4.0,317.0,434.0,direct injection,dohc,yes,59.0,234.0,e,yes,yes,2,manual transmission
464,FORD MUSTANG CONVERTIBLE 2 3 ECOBOOST,FORD,67820.0, convertible,6.0,4,g,2018,rear,fuel engine,gasoline,4.0,290.0,440.0,direct injection,dohc,yes,59.0,234.0,e,yes,yes,2,manual transmission
465,HONDA CIVIC 1 5 I VTEC COMFORT,HONDA,32550.0, sedan,6.0,5,c,2017,front,fuel engine,gasoline,4.0,182.0,240.0,direct injection,dohc,yes,46.0,210.0,c,yes,no,4,manual transmission
466,HONDA CR V 1 5 COMFORT 2WD,HONDA,40055.0, suv/crossover,6.0,5,l,2018,front,fuel engine,gasoline,4.0,173.0,220.0,direct injection,dohc,yes,57.0,211.0,c,yes,yes,5,manual transmission
467,HONDA HR V 1 5 COMFORT,HONDA,27690.0, suv/crossover,6.0,5,l,2018,front,fuel engine,gasoline,4.0,130.0,155.0,multipoint injection,dohc,no,50.0,192.0,c,yes,yes,5,manual transmission
468,HONDA JAZZ 1 3 TREND,HONDA,20185.0, hatchback,5.0,5,b,2018,front,fuel engine,gasoline,4.0,102.0,123.0,multipoint injection,ohc,no,40.0,190.0,d,yes,yes,5,manual transmission
469,HYUNDAI I20 1 0 T GDI 100 I DRIVE,HYUNDAI,16247.0, hatchback,5.0,5,b,2018,front,fuel engine,gasoline,4.0,100.0,172.0,direct injection,dohc,no,50.0,188.0,b,yes,no,5,manual transmission
470,HYUNDAI I30 FASTBACK 1 0 T GDI COMFORT,HYUNDAI,26997.0, hatchback,6.0,5,c,2018,front,fuel engine,gasoline,4.0,120.0,171.0,direct injection,dohc,yes,50.0,188.0,c,yes,yes,5,manual transmission
471,HYUNDAI I30 WAGON 1 0 T GDI I DRIVE,HYUNDAI,23297.0, station wagon,6.0,5,c,2017,front,fuel engine,gasoline,4.0,120.0,171.0,direct injection,dohc,yes,50.0,188.0,c,yes,yes,5,manual transmission
472,HYUNDAI KONA 1 0 T GDI I DRIVE,HYUNDAI,21747.0, hatchback,6.0,5,l,2017,front,fuel engine,gasoline,4.0,120.0,172.0,direct injection,dohc,yes,50.0,181.0,c,yes,no,5,manual transmission
473,HYUNDAI SANTA FE 2 2 CRDI 200 2WD COMFORT,HYUNDAI,60020.0, suv/crossover,6.0,7,m,2019,front,fuel engine,diesel,4.0,200.0,440.0,common rail,dohc,yes,64.0,205.0,d,yes,no,5,manual transmission
474,HYUNDAI TUCSON 1 6 GDI I DRIVE,HYUNDAI,33207.0, suv/crossover,6.0,5,l,2018,front,fuel engine,gasoline,4.0,132.0,161.0,direct injection,dohc,no,62.0,182.0,e,yes,yes,5,manual transmission
475,JAGUAR E PACE P200 AWD,JAGUAR,67415.0, suv/crossover,9.0,5,l,2018,front+rear,fuel engine,gasoline,4.0,200.0,365.0,direct injection,dohc,yes,69.0,216.0,e,yes,yes,5,automatic
476,JAGUAR XE P250 S,JAGUAR,55505.0, sedan,8.0,5,d,2019,rear,fuel engine,gasoline,4.0,250.0,365.0,direct injection,dohc,yes,63.0,242.0,d,yes,yes,4,automatic
477,JAGUAR XF SPORTBRAKE 25T PURE,JAGUAR,72935.0, station wagon,8.0,5,e,2017,rear,fuel engine,gasoline,4.0,250.0,365.0,direct injection,dohc,yes,74.0,241.0,d,yes,yes,5,automatic
478,JAGUAR XJ 2 0 SC LUXURY,JAGUAR,101460.0, sedan,8.0,5,f,2015,rear,fuel engine,gasoline,4.0,240.0,340.0,direct injection,dohc,yes,82.0,241.0,e,yes,yes,4,automatic
479,JEEP CHEROKEE 2 2 CRD 4X4 LONGITUDE FREEDOM,JEEP,62815.0, suv/crossover,9.0,5,m,2019,front+rear,fuel engine,diesel,4.0,185.0,440.0,multijet,dohc,yes,60.0,202.0,g,yes,yes,5,automatic
480,JEEP COMPASS 1 4 MULTIAIR SPORT,JEEP,30264.0, suv/crossover,6.0,5,l,2017,front,fuel engine,gasoline,4.0,140.0,230.0,multipoint injection,dohc,no,60.0,195.0,e,yes,yes,5,manual transmission
481,JEEP RENEGADE 1 0T LONGITUDE,JEEP,25355.0, suv/crossover,6.0,5,l,2019,front,fuel engine,gasoline,4.0,120.0,190.0,direct injection,dohc,yes,48.0,185.0,d,yes,no,5,manual transmission
482,JEEP WRANGLER 2 0T SAHARA,JEEP,100035.0, suv/crossover,8.0,4,m,2019,front+rear,fuel engine,gasoline,4.0,272.0,400.0,direct injection,dohc,yes,66.0,180.0,g,yes,no,3,automatic
483,JEEP WRANGLER UNLIMITED 2 0T SAHARA,JEEP,88435.0, suv/crossover,8.0,5,m,2019,front+rear,fuel engine,gasoline,4.0,272.0,400.0,direct injection,dohc,yes,81.0,180.0,f,yes,no,5,automatic
484,KIA CEED 1 0 T GDI COMFORTLINE,KIA,22450.0, hatchback,6.0,5,c,2018,front,fuel engine,gasoline,4.0,120.0,172.0,direct injection,dohc,yes,50.0,187.0,c,yes,yes,5,manual transmission
485,KIA CEED SPORTSWAGON 1 0 T GDI COMFORTLINE,KIA,23450.0, station wagon,6.0,5,c,2018,front,fuel engine,gasoline,4.0,120.0,172.0,direct injection,dohc,yes,50.0,190.0,b,yes,yes,5,manual transmission
486,KIA NIRO 1 6 GDI HYBRID COMFORTLINE,KIA,28550.0, suv/crossover,6.0,5,j,2019,front,hybrid,gasoline,4.0,105.0,147.0,direct injection,dohc,no,45.0,164.0,a,yes,yes,5,automatic with double clutch
487,KIA OPTIMA 1 6 T GDI DYNAMICPLUSLINE,KIA,36920.0, sedan,7.0,5,d,2018,front,fuel engine,gasoline,4.0,180.0,265.0,direct injection,dohc,yes,70.0,210.0,c,yes,yes,4,automatic with double clutch
488,KIA OPTIMA SW 1 6 T GDI DYNAMICPLUSLINE,KIA,38420.0, station wagon,7.0,5,d,2018,front,fuel engine,gasoline,4.0,180.0,265.0,direct injection,dohc,yes,70.0,207.0,c,yes,yes,5,automatic with double clutch
489,KIA PROCEED 1 0 T GDI GT LINE,KIA,30150.0, hatchback,6.0,5,c,2019,front,fuel engine,gasoline,4.0,120.0,172.0,direct injection,dohc,yes,50.0,190.0,b,yes,yes,5,manual transmission
490,AUDI RS4 AVANT 2 9 TFSI QUATTRO,AUDI,117870.0, station wagon,8.0,5,d,2017,front+rear,fuel engine,gasoline,4.0,450.0,600.0,direct injection,dohc,yes,58.0,250.0,g,yes,yes,5,automatic
491,AUDI RS4 AVANT 2 9 TFSI QUATTRO,AUDI,122000.0, station wagon,8.0,5,d,2019,front+rear,fuel engine,gasoline,4.0,450.0,600.0,direct injection,dohc,yes,58.0,250.0,f,yes,yes,5,automatic
492,AUDI RS5 SPORTBACK 2 9 TFSI QUATTRO,AUDI,119420.0, hatchback,8.0,4,g,2019,front+rear,fuel engine,gasoline,4.0,450.0,600.0,direct injection,dohc,yes,58.0,250.0,g,yes,yes,5,automatic
493,AUDI RS5 COUPE 2 9 TFSI QUATTRO,AUDI,119420.0, coupé,8.0,4,g,2017,front+rear,fuel engine,gasoline,4.0,450.0,600.0,direct injection,dohc,yes,58.0,250.0,g,yes,yes,2,automatic
494,AUDI A6 45 TFSI PRO LINE,AUDI,66370.0, sedan,7.0,5,e,2019,front,fuel engine,gasoline,4.0,245.0,370.0,direct injection,dohc,yes,73.0,250.0,b,yes,yes,4,automatic with double clutch
495,AUDI A6 AVANT 45 TFSI PRO LINE,AUDI,69770.0, station wagon,7.0,5,e,2019,front,fuel engine,gasoline,4.0,245.0,370.0,direct injection,dohc,yes,73.0,250.0,c,yes,yes,5,automatic with double clutch
496,AUDI A7 SPORTBACK 45 TFSI PRO LINE,AUDI,74630.0, hatchback,7.0,4,e,2019,front,fuel engine,gasoline,4.0,245.0,370.0,direct injection,dohc,yes,63.0,250.0,b,yes,yes,5,automatic with double clutch
497,AUDI A8 55 TFSI QUATTRO,AUDI,113950.0, sedan,8.0,5,f,2017,front+rear,fuel engine,gasoline,4.0,340.0,500.0,direct injection,dohc,yes,72.0,250.0,d,yes,yes,4,automatic
498,AUDI Q3 35 TFSI,AUDI,42930.0, suv/crossover,6.0,5,l,2018,front,fuel engine,gasoline,4.0,150.0,250.0,direct injection,dohc,yes,60.0,211.0,c,yes,yes,5,manual transmission
499,AUDI R8 SPYDER V10 RWD,AUDI,228930.0, convertible,7.0,2,h,2017,rear,fuel engine,gasoline,4.0,540.0,540.0,direct injection,dohc,no,83.0,318.0,g,yes,yes,2,automatic
500,AUDI TT COUPE 40 TFSI,AUDI,50070.0, coupé,7.0,4,g,2019,front,fuel engine,gasoline,4.0,197.0,320.0,direct injection,dohc,yes,50.0,250.0,d,yes,yes,2,automatic with double clutch
501,AUDI TT ROADSTER 40 TFSI,AUDI,53070.0, convertible,7.0,4,g,2019,front,fuel engine,gasoline,4.0,197.0,320.0,direct injection,dohc,yes,50.0,247.0,e,yes,yes,2,automatic with double clutch
502,BENTLEY BENTAYGA V8,BENTLEY,232776.0, suv/crossover,8.0,5,m,2018,front+rear,fuel engine,gasoline,4.0,550.0,770.0,direct injection,dohc,yes,85.0,290.0,g,yes,yes,5,automatic
503,BENTLEY CONTINENTAL GT 4 0 V8,BENTLEY,254204.0, coupé,8.0,4,,2020,front+rear,fuel engine,gasoline,4.0,550.0,770.0,direct injection,dohc,yes,90.0,318.0,g,yes,yes,2,automatic with double clutch
504,BMW 218I COUPE,BMW,41644.0, coupé,6.0,4,g,2017,rear,fuel engine,gasoline,4.0,136.0,220.0,direct injection,dohc,yes,52.0,210.0,d,yes,yes,2,manual transmission
505,BMW 218I CABRIO,BMW,47070.0, convertible,6.0,4,g,2017,rear,fuel engine,gasoline,4.0,136.0,220.0,direct injection,dohc,yes,52.0,207.0,e,yes,yes,2,manual transmission
506,BMW 216I ACTIVE TOURER,BMW,32940.0, mpv,6.0,5,j,2018,front,fuel engine,gasoline,4.0,109.0,190.0,direct injection,dohc,yes,51.0,190.0,c,yes,yes,5,manual transmission
507,BMW 216I GRAN TOURER,BMW,34135.0, mpv,6.0,7,j,2018,front,fuel engine,gasoline,4.0,109.0,190.0,direct injection,dohc,yes,51.0,188.0,c,yes,yes,5,manual transmission
508,BMW 318I,BMW,41226.000000000015, sedan,6.0,5,d,2020,rear,fuel engine,gasoline,4.0,156.0,250.0,direct injection,dohc,yes,59.0,225.0,b,yes,yes,4,manual transmission
509,BMW 318I TOURING,BMW,43676.0, station wagon,6.0,5,d,2020,rear,fuel engine,gasoline,4.0,156.0,250.0,direct injection,dohc,yes,59.0,220.0,c,yes,yes,5,manual transmission
510,BMW 630I GRAN TURISMO,BMW,77170.0, hatchback,8.0,5,e,2017,rear,fuel engine,gasoline,4.0,258.0,400.0,direct injection,dohc,yes,68.0,250.0,b,yes,yes,5,automatic
511,BMW 740I,BMW,115533.0, sedan,8.0,5,f,2019,rear,fuel engine,gasoline,4.0,340.0,450.0,direct injection,dohc,yes,78.0,250.0,c,yes,yes,4,automatic
512,BMW 840I COUPE,BMW,110412.0, coupé,8.0,4,g,2019,rear,fuel engine,gasoline,4.0,340.0,500.0,direct injection,dohc,yes,68.0,250.0,c,no,no,2,automatic
513,BMW 840I CABRIO,BMW,120141.0, convertible,8.0,4,g,2019,rear,fuel engine,gasoline,4.0,340.0,500.0,direct injection,dohc,yes,66.0,250.0,d,no,no,2,automatic
514,BMW X1 SDRIVE18I,BMW,42404.0, suv/crossover,6.0,5,l,2019,front,fuel engine,gasoline,4.0,140.0,220.0,direct injection,dohc,yes,51.0,205.0,b,yes,yes,5,manual transmission
515,BMW X2 SDRIVE18I,BMW,43347.0, suv/crossover,6.0,5,l,2018,front,fuel engine,gasoline,4.0,140.0,220.0,direct injection,dohc,yes,51.0,205.0,b,yes,yes,5,manual transmission
516,BMW X3 SDRIVE20I LAUNCH EDITION,BMW,58529.0, suv/crossover,8.0,5,m,2019,rear,fuel engine,gasoline,4.0,170.0,250.0,direct injection,dohc,yes,65.0,208.0,d,yes,yes,5,automatic
517,BMW X4 XDRIVE20I,BMW,60707.0, suv/crossover,8.0,5,l,2018,front+rear,fuel engine,gasoline,4.0,184.0,290.0,direct injection,dohc,yes,65.0,215.0,c,yes,yes,5,automatic
518,BMW X7 XDRIVE40I,BMW,129426.0, suv/crossover,8.0,7,m,2019,front+rear,fuel engine,gasoline,4.0,340.0,450.0,direct injection,dohc,yes,83.0,245.0,e,yes,yes,5,automatic
519,BMW Z4 ROADSTER SDRIVE20I,BMW,51683.0, convertible,8.0,2,g,2019,rear,fuel engine,gasoline,4.0,197.0,320.0,direct injection,dohc,yes,52.0,240.0,d,yes,no,2,automatic
520,CADILLAC CT6 3 0 V6 TWIN TURBO LUXURY,CADILLAC,112980.0, sedan,8.0,5,,2017,front+rear,fuel engine,gasoline,4.0,417.0,555.0,direct injection,dohc,yes,72.0,240.0,g,yes,yes,4,automatic
521,CHEVROLET CAMARO COUPE 2 0 I4,CHEVROLET,63380.0, coupé,8.0,4,,2018,rear,fuel engine,gasoline,4.0,275.0,400.0,direct injection,dohc,yes,72.0,240.0,e,yes,yes,2,automatic
522,CHEVROLET CAMARO CONVERTIBLE 2 0 I4,CHEVROLET,72470.0, convertible,8.0,4,,2018,rear,fuel engine,gasoline,4.0,275.0,400.0,direct injection,dohc,yes,72.0,240.0,f,yes,yes,2,automatic
523,CITROEN BERLINGO PURETECH 110 LIVE,CITROEN,29400.0, mpv,6.0,5,j,2019,front,fuel engine,gasoline,4.0,110.0,205.0,direct injection,dohc,yes,60.0,175.0,c,yes,yes,5,manual transmission
524,CITROEN C3 AIRCROSS PURETECH 82 LIVE,CITROEN,21190.0, suv/crossover,5.0,5,l,2017,front,fuel engine,gasoline,4.0,82.0,118.0,direct injection,dohc,no,45.0,165.0,c,yes,no,5,manual transmission
525,CITROEN C4 CACTUS PURETECH 110 LIVE,CITROEN,21150.0, hatchback,5.0,5,c,2018,front,fuel engine,gasoline,4.0,110.0,205.0,multipoint injection,dohc,yes,50.0,188.0,c,yes,yes,5,manual transmission
526,CITROEN C4 SPACETOURER PURETECH 130 LIVE,CITROEN,27530.0, mpv,6.0,5,j,2018,front,fuel engine,gasoline,4.0,130.0,230.0,direct injection,dohc,yes,55.0,200.0,b,yes,yes,5,manual transmission
527,CITROEN GRAND C4 SPACETOURER PURETECH 130 START,CITROEN,27880.0, mpv,6.0,7,j,2018,front,fuel engine,gasoline,4.0,130.0,230.0,direct injection,dohc,yes,55.0,201.0,b,yes,yes,5,manual transmission
528,CITROEN C5 AIRCROSS PURETECH 130 LIVE,CITROEN,31950.0, suv/crossover,6.0,5,l,2019,front,fuel engine,gasoline,4.0,131.0,230.0,direct injection,dohc,yes,53.0,188.0,b,yes,yes,5,manual transmission
529,DACIA DUSTER SCE 115 BI FUEL ESSENTIAL,DACIA,17990.0, suv/crossover,5.0,5,l,2018,front,fuel engine,lpg / gasoline,4.0,114.0,144.0,multipoint injection,dohc,no,40.0,170.0,e,yes,no,5,manual transmission
530,FERRARI 812 SUPERFAST,FERRARI,393865.0, coupé,7.0,2,h,2017,rear,fuel engine,gasoline,4.0,800.0,718.0,multipoint injection,dohc,no,92.0,340.0,g,yes,yes,2,automatic with double clutch
531,FERRARI PORTOFINO 3 8 T,FERRARI,244737.0, convertible,7.0,4,h,2018,rear,fuel engine,gasoline,4.0,600.0,760.0,direct injection,dohc,yes,80.0,320.0,g,yes,yes,2,automatic with double clutch
532,TOYOTA LAND CRUISER V8 4 7 VVT I EXECUTIVE,TOYOTA,136510.0, suv/crossover,5.0,7,m,2008,front+rear,fuel engine,gasoline,4.0,288.0,445.0,multipoint injection,dohc,no,93.0,200.0,g,yes,yes,5,automatic
533,TOYOTA PRIUS 1 8 HYBRID COMFORT,TOYOTA,31980.0, mpv,,7,j,2015,front,hybrid,gasoline,4.0,99.0,142.0,multipoint injection,dohc,no,45.0,165.0,a,yes,yes,5,oze automatic
534,TOYOTA PROACE SHUTTLE COMPACT 1 6 D 4D 95HP COOL COMFORT,TOYOTA,41085.0, bus,5.0,9,,2016,front,fuel engine,diesel,2.0,95.0,210.0,common rail,ohc,yes,69.0,145.0,f,yes,no,4,manual transmission
535,TOYOTA SUPRA 2 8I TC,TOYOTA,25636.0, coupé,5.0,5,,1982,rear,fuel engine,gasoline,2.0,170.0,230.0,multipoint injection,dohc,no,61.0,210.0,,yes,yes,3,manual transmission
536,TOYOTA SUPRA 3 0I,TOYOTA,38025.0, coupé,5.0,5,,1986,rear,fuel engine,gasoline,4.0,204.0,254.0,multipoint injection,dohc,no,70.0,220.0,,yes,yes,3,manual transmission
537,TOYOTA SUPRA 3 0I TURBO,TOYOTA,84836.0, coupé,5.0,5,,1993,rear,fuel engine,gasoline,4.0,330.0,441.0,multipoint injection,dohc,yes,80.0,250.0,,yes,yes,3,manual transmission
538,TOYOTA TERCEL 1 3 DE LUXE,TOYOTA,7530.0, hatchback,4.0,5,c,1981,front,fuel engine,gasoline,2.0,65.0,98.0,carburettor,ohc,no,45.0,150.0,,yes,yes,2,manual transmission
539,TOYOTA TERCEL 1 3,TOYOTA,7712.000000000001, hatchback,4.0,5,c,1982,front,fuel engine,gasoline,2.0,65.0,98.0,carburettor,ohc,no,45.0,150.0,,yes,no,3,manual transmission
540,TOYOTA TERCEL COUPE,TOYOTA,7419.0, hatchback,5.0,5,c,1979,front,fuel engine,gasoline,2.0,65.0,98.0,carburettor,ohc,no,45.0,150.0,,yes,yes,3,manual transmission
541,TOYOTA TERCEL 1 3 DE LUXE,TOYOTA,7769.0, hatchback,4.0,5,c,1981,front,fuel engine,gasoline,2.0,65.0,98.0,carburettor,ohc,no,45.0,150.0,,yes,yes,4,manual transmission
542,TOYOTA TERCEL 1 3 DX,TOYOTA,8665.0, hatchback,4.0,5,c,1982,front,fuel engine,gasoline,2.0,65.0,98.0,carburettor,ohc,no,45.0,150.0,,yes,no,5,manual transmission
543,TOYOTA TERCEL,TOYOTA,6330.0, sedan,4.0,5,c,1979,front,fuel engine,gasoline,2.0,65.0,98.0,carburettor,ohc,no,45.0,150.0,,yes,yes,2,manual transmission
544,TOYOTA TERCEL DE LUXE,TOYOTA,7031.000000000001, sedan,4.0,5,c,1979,front,fuel engine,gasoline,2.0,65.0,98.0,carburettor,ohc,no,45.0,150.0,,yes,yes,4,manual transmission
545,TOYOTA TERCEL 1 5 4WD,TOYOTA,14972.000000000002, station wagon,5.0,5,c,1983,front+rear,fuel engine,gasoline,2.0,71.0,108.0,carburettor,ohc,no,50.0,155.0,,yes,yes,5,manual transmission
546,TOYOTA TERCEL COUPE 1 3 DE LUXE,TOYOTA,7769.0, coupé,4.0,5,c,1981,front,fuel engine,gasoline,2.0,65.0,98.0,carburettor,ohc,no,45.0,150.0,,yes,yes,3,manual transmission
547,TOYOTA YARIS 1 0 VVT I ACCES,TOYOTA,13875.0, hatchback,5.0,5,b,2017,front,fuel engine,gasoline,4.0,69.0,95.0,multipoint injection,dohc,no,42.0,155.0,b,yes,yes,3,manual transmission
548,TOYOTA YARIS 1 0 VVT I COMFORT,TOYOTA,15375.0, hatchback,5.0,5,b,2017,front,fuel engine,gasoline,4.0,69.0,95.0,multipoint injection,dohc,no,42.0,155.0,b,yes,yes,5,manual transmission
549,VOLKSWAGEN GOLF 1 0 TSI 85HP TRENDLINE,VOLKSWAGEN,21120.0, hatchback,5.0,5,c,2017,front,fuel engine,gasoline,4.0,85.0,175.0,direct injection,dohc,yes,50.0,180.0,b,yes,yes,3,manual transmission
550,VOLKSWAGEN GOLF 1 2 TSI 85HP EASYLINE,VOLKSWAGEN,19990.0, hatchback,5.0,5,c,2012,front,fuel engine,gasoline,4.0,85.0,160.0,direct injection,dohc,yes,50.0,179.0,c,yes,yes,5,manual transmission
551,VOLKSWAGEN GOLF 1 0 TSI 85HP TRENDLINE,VOLKSWAGEN,23140.0, hatchback,5.0,5,c,2017,front,fuel engine,gasoline,4.0,85.0,175.0,direct injection,dohc,yes,50.0,180.0,b,yes,yes,5,manual transmission
552,VOLKSWAGEN GOLF VARIANT 1 2 TSI 85HP TRENDLINE,VOLKSWAGEN,23670.0, station wagon,5.0,5,c,2013,front,fuel engine,gasoline,4.0,85.0,160.0,direct injection,dohc,yes,50.0,180.0,b,yes,yes,5,manual transmission
553,VOLKSWAGEN GOLF VARIANT 1 0 TSI 85HP TRENDLINE,VOLKSWAGEN,23020.0, station wagon,5.0,5,c,2017,front,fuel engine,gasoline,4.0,85.0,175.0,direct injection,dohc,yes,50.0,180.0,b,yes,yes,5,manual transmission
554,VOLKSWAGEN MULTIVAN 2 0 TRENDLINE,VOLKSWAGEN,45125.0, bus,5.0,6,n,2003,front,fuel engine,gasoline,2.0,115.0,170.0,multipoint injection,ohc,no,70.0,163.0,g,yes,yes,5,manual transmission
555,VOLKSWAGEN MULTIVAN L1H1 2 0 COMFORTLINE,VOLKSWAGEN,67919.0, bus,5.0,7,n,2010,front,fuel engine,gasoline,2.0,115.0,170.0,multipoint injection,ohc,no,80.0,163.0,g,yes,yes,5,manual transmission
556,VOLKSWAGEN MULTIVAN L1H1 2 0 TSI 150HP COMFORTLINE,VOLKSWAGEN,76975.0, bus,6.0,7,n,2016,front,fuel engine,gasoline,4.0,150.0,280.0,direct injection,dohc,yes,70.0,182.0,g,yes,yes,5,manual transmission
557,VOLKSWAGEN PASSAT VARIANT 1 4 TSI 125HP TRENDLINE,VOLKSWAGEN,34275.0, station wagon,6.0,5,d,2014,front,fuel engine,gasoline,4.0,125.0,200.0,direct injection,dohc,yes,66.0,206.0,b,yes,yes,5,manual transmission
558,VOLKSWAGEN POLO 1 0 75HP TRENDLINE,VOLKSWAGEN,14785.0, hatchback,5.0,5,b,2014,front,fuel engine,gasoline,4.0,75.0,95.0,multipoint injection,ohc,no,45.0,173.0,c,yes,no,5,manual transmission
559,VOLKSWAGEN UP 1 0 60HP TAKE UP,VOLKSWAGEN,11325.0, hatchback,5.0,4,a,2016,front,fuel engine,gasoline,4.0,60.0,95.0,multipoint injection,dohc,no,35.0,162.0,c,yes,no,3,manual transmission
560,VOLKSWAGEN UP 1 0 60HP TAKE UP,VOLKSWAGEN,11705.0, hatchback,5.0,4,a,2016,front,fuel engine,gasoline,4.0,60.0,95.0,multipoint injection,dohc,no,35.0,162.0,c,yes,no,5,manual transmission
561,VOLVO 345 L,VOLVO,8164.0, hatchback,4.0,5,c,1979,rear,fuel engine,gasoline,2.0,70.0,108.0,carburettor,ohv,no,45.0,153.0,,yes,no,5,manual transmission
562,VOLVO 345 L,VOLVO,8418.0, hatchback,4.0,5,c,1981,rear,fuel engine,gasoline,2.0,64.0,105.0,carburettor,ohv,no,45.0,150.0,,yes,no,5,manual transmission
563,VOLVO 66 L,VOLVO,6434.0, sedan,,5,b,1978,rear,fuel engine,gasoline,2.0,47.0,75.0,carburettor,ohv,no,42.0,132.0,,yes,no,2,oze automatic
564,VOLVO V90 CROSS COUNTRY T5 AWD,VOLVO,67515.0, station wagon,8.0,5,e,2017,front+rear,fuel engine,gasoline,4.0,254.0,350.0,direct injection,dohc,yes,60.0,230.0,d,yes,yes,5,automatic
565,VOLVO XC60 T4 MOMENTUM,VOLVO,53885.0, suv/crossover,8.0,5,l,2019,front,fuel engine,gasoline,4.0,190.0,300.0,direct injection,dohc,yes,60.0,205.0,d,yes,yes,5,automatic
566,ABARTH 695 BIPOSTO,ABARTH,50750.0, hatchback,5.0,2,b,2014,front,fuel engine,gasoline,4.0,190.0,250.0,multipoint injection,dohc,yes,35.0,230.0,g,yes,yes,3,manual transmission
567,ABARTH 695 CABRIO 1 4 T JET 165 YAMAHA,ABARTH,35625.0, hatchback,5.0,4,b,2017,front,fuel engine,gasoline,4.0,165.0,230.0,multipoint injection,dohc,yes,35.0,218.0,g,yes,yes,3,manual transmission
568,ASTON MARTIN DB11 4 0 V8 VOLANTE,ASTON,262908.0, convertible,8.0,4,,2018,rear,fuel engine,gasoline,4.0,510.0,675.0,direct injection,dohc,yes,78.0,300.0,g,yes,yes,2,automatic
569,ASTON MARTIN VANTAGE,ASTON,211000.0, coupé,8.0,2,,2018,rear,fuel engine,gasoline,4.0,510.0,685.0,multipoint injection,dohc,yes,73.0,314.0,g,yes,yes,2,automatic
570,AUDI A1 SPORTBACK 25 TFSI,AUDI,23900.0, hatchback,5.0,4,b,2019,front,fuel engine,gasoline,4.0,95.0,175.0,direct injection,dohc,yes,40.0,191.0,b,yes,yes,5,manual transmission
571,AUDI RS3 SPORTBACK 2 5 TFSI QUATTRO,AUDI,85980.0, hatchback,7.0,5,c,2017,front+rear,fuel engine,gasoline,4.0,400.0,480.0,direct injection,dohc,yes,55.0,250.0,g,yes,yes,5,automatic with double clutch
572,AUDI RS3 LIMOUSINE 2 5 TFSI QUATTRO,AUDI,86480.0, sedan,7.0,5,c,2017,front+rear,fuel engine,gasoline,4.0,400.0,480.0,direct injection,dohc,yes,55.0,250.0,g,yes,yes,4,automatic with double clutch
573,AUDI A4 35 TFSI,AUDI,38130.0, sedan,6.0,5,d,2018,front,fuel engine,gasoline,4.0,150.0,270.0,direct injection,dohc,yes,54.0,224.0,b,yes,yes,4,manual transmission
574,AUDI A4 AVANT 35 TFSI,AUDI,40430.0, station wagon,6.0,5,d,2018,front,fuel engine,gasoline,4.0,150.0,270.0,direct injection,dohc,yes,54.0,219.0,b,yes,yes,5,manual transmission
575,SKODA FORMAN 1 3 LS,SKODA,8846.0, station wagon,5.0,5,b,1994,front,fuel engine,gasoline,2.0,54.0,90.0,carburettor,ohv,no,47.0,140.0,,no,no,5,manual transmission
576,SKODA KODIAQ 1 4 TSI GREENTECH ACTIVE,SKODA,30365.0, suv/crossover,6.0,5,l,2017,front,fuel engine,gasoline,4.0,125.0,200.0,direct injection,dohc,yes,58.0,190.0,c,yes,yes,5,manual transmission
577,SKODA OCTAVIA 1 0 TSI 115HP GREENTECH ACTIVE,SKODA,22400.0, hatchback,6.0,5,c,2017,front,fuel engine,gasoline,4.0,115.0,200.0,direct injection,ohc,yes,50.0,202.0,a,yes,yes,5,manual transmission
578,SKODA OCTAVIA COMBI 1 0 TSI 115HP GREENTECH ACTIVE,SKODA,23600.0, station wagon,6.0,5,c,2017,front,fuel engine,gasoline,4.0,115.0,200.0,direct injection,ohc,yes,50.0,201.0,a,yes,yes,5,manual transmission
579,SSANGYONG XLV 1 6 CRYSTAL 2WD,SSANGYONG,28064.0, suv/crossover,6.0,5,,2016,front,fuel engine,gasoline,4.0,128.0,160.0,multipoint injection,dohc,no,47.0,178.0,f,yes,no,5,manual transmission
580,SUBARU 1300 DL,SUBARU,7712.000000000001, hatchback,5.0,5,c,1981,front,fuel engine,gasoline,2.0,61.0,93.0,carburettor,ohv,no,50.0,150.0,,yes,no,3,manual transmission
